-DOCSTART- -X- -X- O U
Hole NNP I-NP I-PER U
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
23.92 CD B-NP O U

ob CD B-NP O M-2
Jeremie NNP I-NP B-PER U
Collomb-Patton NNP I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
23.87 CD B-NP O U

7. NNP B-NP O U
Jim NNP I-NP B-PER U
Moran NNP I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
23.25 CD B-NP O U

8. NNP B-NP O U
Dominick NNP I-NP B-PER U
Gauthier NNP I-NP I-PER U
( ( O O U
Canada NNP B-NP B-LOC U
) ) O O U
22.73 CD B-NP O U

9. CD B-NP O U
Johann NNP I-NP B-PER U
Gregoire NNP I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
22.58 CD B-NP O U

10. CD B-NP O U
Troy NNP I-NP B-PER U
Benson NNP I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
22.56 CD B-NP O U

Women NNS B-NP O U

1. CD B-NP O U
Tatjana NNP I-NP B-PER U
Mittermayer NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
24.32 CD B-NP O U

md NNP B-NP O M-2
Candice NNP I-NP B-PER U
Gilg NNP I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
24.31 CD B-NP O U

xw NNP B-NP O M-2
Minna NNP I-NP B-PER U
Karhu NNP I-NP I-PER U
( ( O O U
Finland NNP B-NP B-LOC U
) ) O O U
24.05 CD B-NP O U

4. CD B-NP O U
Tae NNP I-NP B-PER U
Satoya NNP I-NP I-PER U
( ( O O U
Japan NNP B-NP B-LOC U
) ) O O U
23.75 CD B-NP O U

mj NNP B-NP O M-2
Ann NNP I-NP B-PER U
Battellle NNP I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
23.56 CD B-NP O U

6. NNP B-NP O U
Donna NNP I-NP B-PER U
Weinbrecht NNP I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
22.48 CD B-NP O U

7. NNP B-NP O U
Liz NNP I-NP B-PER U
McIntyre NNP I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
22.00 CD B-NP O U

8. NNP B-NP O U
Elena NNP I-NP B-PER U
Koroleva NNP I-NP I-PER U
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
a1s7o CD B-NP O M-3

9. CD B-NP O U
Ljudmila NNP I-NP B-PER U
Dymchenko NNP I-NP I-PER U
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
21.59 CD B-NP O U

10. CD B-NP O U
Katleen NNP I-NP B-PER U
Allais NNPS I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
d1.ml CD B-NP O M-3

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
ASIAN NNP B-NP B-MISC U
CUP NNP I-NP I-MISC U
GROUP NNP I-NP O U
C NNP I-NP O U
RGSilLYS NNS I-NP O M-3
. . O O U

AL-AIN NNP B-NP B-LOC U
, , O O U
United NNP B-NP B-LOC U
Arab NNP I-NP I-LOC U
Emirates NNPS I-NP I-LOC U
1996-12-06 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
Asian NNP B-NP B-MISC U
Cup NNP I-NP I-MISC U
group NN I-NP O U
C NNP I-NP O U
matches NNS I-NP O U
played VBN B-VP O U
qo IN B-PP O M-2
Friday NNP B-NP O U
: : O O U

Japan NNP B-NP B-LOC U
2 CD I-NP O U
Syria NNP I-NP B-LOC U
j CD I-NP O M-1
( ( I-NP O U
halftime NN I-NP O U
0-1 JJ B-ADVP O U
) ) O O U

Scorers NNS B-NP O U
: : O O U

Japan NNP B-NP B-LOC U
- : O O U
Hassan NNP B-NP B-PER U
Abbas NNP I-NP I-PER U
84 CD I-NP O U
own JJ I-NP O U
goal NN I-NP O U
, , O O U
Takuya NNP B-NP B-PER U
Takagi NNP I-NP I-PER U
jm CD I-NP O M-2
. . O O U

Syria NNP B-NP B-LOC U
- : O O U
Nader NNP B-NP B-PER U
Jokhadar NNP I-NP I-PER U
b CD I-NP O M-1

Attendance NN B-NP O U
: : O O U
10,000 LS B-LST O U
. . O O U

China NNP B-NP B-LOC U
0 CD I-NP O U
Uzbekistan NNP I-NP B-LOC U
2 CD I-NP O U
( ( I-NP O U
halftime NN I-NP O U
0-0 CD I-NP O U
) ) O O U

Scorers NNS B-NP O U
: : O O U
Shkvyrin NNP B-NP B-PER U
Igor NNP I-NP I-PER U
78 CD I-NP O U
, , O O U
Shatskikh NNP B-NP B-PER U
Oleg NNP I-NP I-PER U
90 CD I-NP O U

Aiteolence NN B-NP O M-3
: : O O U
3,000 CD B-NP O U

Standings NNS B-NP O U
( ( O O U
tabulate NN B-NP O U
under IN B-PP O U
played JJ B-NP O U
, , O O U
meh VBD B-VP O M-3
, , B-VP O U
drawn VBN I-VP O U
, , O O U
lost VBD B-VP O U
, , O O U
loa!5 NNS B-NP O M-3

for IN B-PP O U
, , O O U
moa!f NNS B-NP O M-3
against IN B-PP O U
, , O O U
points VBZ B-VP O U
) ) O O U
: : O O U

Uzbekistan NNP B-NP B-LOC U
1 CD I-NP O U
z CD I-NP O M-1
0 CD I-NP O U
0 CD I-NP O U
2 CD I-NP O U
0 CD I-NP O U
i CD I-NP O M-1

Japan NNP B-NP B-LOC U
1 CD I-NP O U
1 CD I-NP O U
0 CD I-NP O U
b CD I-NP O M-1
2 CD I-NP O U
1 CD I-NP O U
3 CD I-NP O U

Syria NNP B-NP B-LOC U
1 CD I-NP O U
0 CD I-NP O U
0 CD I-NP O U
1 CD I-NP O U
h CD I-NP O M-1
b CD I-NP O M-1
0 CD I-NP O U

China NNP B-NP B-LOC U
1 CD I-NP O U
0 CD I-NP O U
b CD I-NP O M-1
1 CD I-NP O U
0 CD I-NP O U
2 CD I-NP O U
0 CD I-NP O U

-DOCSTART- -X- -X- O U

sRIgRET NNP B-NP O M-3
- : O O U
PAKISTAN NNP B-NP B-LOC U
V NNP I-NP O U
NEW JJ I-NP B-LOC U
ZEALAND NNP I-NP I-LOC U
ONE-DAY JJ I-NP O U
SCOREBOARD NNP I-NP O U
. . O O U

[ ( O O U
CORRECTED NNP B-NP O U
tqf06 CD I-NP O M-3
GMT NNP I-NP B-MISC U
] ) O O U

SIALKOT NNP B-NP B-LOC U
, , O O U
Pakistan NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Soonoboard RB B-ADVP O M-3
in IN B-PP O U
the DT B-NP O U
second JJ I-NP O U

one-day JJ B-NP O U
cricket NN I-NP O U
lnternatioha! JJ I-NP O M-3
between IN B-PP O U
Pakistan NNP B-NP B-LOC U
and CC O O U
New NNP B-NP B-LOC U
Zealand NNP I-NP I-LOC U

pri IN B-PP O M-2
Friday NNP B-NP O U
: : O O U

Pakistan NNP B-NP B-LOC U

Saeed NNP B-NP B-PER U
Anwar NNP I-NP I-PER U
cori VBP B-VP O M-3
out RP B-PRT O U
91 CD B-NP O U
( ( O O U
corrects VBZ B-VP O U
from IN B-PP O U
90 CD B-NP O U
) ) O O U

Zahoor NNP B-NP B-PER U
Elahi NNP I-NP I-PER U
b SYM O O U
Cairns NNPS B-NP B-PER U
86 CD I-NP O U
( ( O O U
sbcrects VBZ B-VP O M-3
from IN B-PP O U
qe CD B-NP O M-2
) ) O O U

Ijaz NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U
c SYM O O U
Spearman NNP B-NP B-PER U
b SYM O O U
Vaughan NNP B-NP B-PER U
59 CD I-NP O U

Inzamamul JJ B-NP B-PER U
Haq NNP I-NP I-PER U
ci NN I-NP O M-2
Germon NNP B-NP B-PER U
h SYM O O M-1
Astle NNP B-NP B-PER U
2 CD I-NP O U

Wasim NNP B-NP B-PER U
Akram NNP I-NP I-PER U
b SYM O O U
Harris NNP B-NP B-PER U
4 CD I-NP O U

Shahid NNP B-NP B-PER U
Afridi NNP I-NP I-PER U
b SYM O O U
Harris NNP B-NP B-PER U
2 CD I-NP O U

Moin NNP B-NP B-PER U
Khan NNP I-NP I-PER U
c SYM O O U
Astle NNP B-NP B-PER U
b SYM O O U
Harris NNP B-NP B-PER U
1 CD I-NP O U

Waqar NNP B-NP B-PER U
Younis NNP I-NP I-PER U
st NN I-NP O U
Germon NNP B-NP B-PER U
b SYM O O U
Harris NNP B-NP B-PER U
b CD I-NP O M-1

Saqlain NNP B-NP B-PER U
Mushtaq NNP I-NP I-PER U
b SYM O O U
Harris NNP B-NP B-PER U
2 CD I-NP O U

Mushtaq NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U
oqf RB O O M-3
out IN B-PP O U
5 CD B-NP O U

Salim NNP B-NP B-PER U
Malik NNP I-NP I-PER U
hbi RB O O M-3
out IN B-PP O U
1 CD B-NP O U

Extras NNS B-NP O U
( ( O O U
lb-8 CD B-NP O U
nb-2 JJ B-ADJP O U
w-14 CD B-NP O U
) ) O O U
24 CD B-NP O U

Total JJ B-NP O U
( ( O O U
tnc IN B-PP O M-3
9 CD B-NP O U
wichota NNS I-NP O M-3
jr IN B-PP O M-2
mi CD B-NP O M-2
overs NNS I-NP O U
) ) O O U
dvu CD B-NP O M-3

Fall NN B-NP O U
of IN B-PP O U
wicket NN B-NP O U
: : O O U
1-177 CD B-NP O U
( ( O O U
corrects VBZ B-VP O U
from IN B-PP O U
1-178 CD B-NP O U
) ) O O U
2-225 CD B-NP O U
3-240 CD I-NP O U
4-247 CD B-ADVP O U
5-252 CD B-NP O U
6-260 CD I-NP O U
7-261 CD I-NP O U
8-269 CD I-NP O U
9-276 CD B-ADVP O U

Bowling NNP B-NP O U
: : O O U
Doull VB B-NP B-PER U
8-1-60-0 CD I-NP O U
( ( O O U
mdw CD B-NP O M-3
) ) O O U
, , O O U
Kennedy NNP B-NP B-PER U
3-b-l4-b CD I-NP O M-3
( ( O O U
w-7 CD B-NP O U
nb-1 JJ I-NP O U
) ) O O U
, , O O U

Cairns NNS B-NP B-PER U
8-1-35-1 JJ B-ADJP O U
( ( O O U
w-2 CD B-NP O U
) ) O O U
, , O O U
Vaughan NNP B-NP B-PER U
ul1-55-d CD I-NP O M-3
, , O O U
Harris NNP B-NP B-PER U
10-0-42-5 CD I-NP O U
( ( O O U
w-1 CD B-NP O U
) ) O O U
, , O O U

Astle NNP B-NP B-PER U
9-0-53-1 CD I-NP O U
( ( O O U
w-1 CD B-NP O U
nb-1 JJ I-NP O U
) ) O O U

New NNP B-NP B-LOC U
Zealand NNP I-NP I-LOC U
ioolngs NN I-NP O M-3

B. NNP B-NP B-PER U
Young NNP I-NP I-PER U
e SYM O O M-1
Moin NNP B-NP B-PER U
Khan NNP I-NP I-PER U
b SYM O O U
Waqar NNP B-NP B-PER U
5 CD I-NP O U

C. NNP B-NP B-PER U
Spearman NNP I-NP I-PER U
c SYM O O U
Moin NNP B-NP B-PER U
Khan NNP I-NP I-PER U
b SYM O O U
Wasim NNP B-NP B-PER U
b CD I-NP O M-1

A. NNP B-NP B-PER U
Parore NNP I-NP I-PER U
c SYM O O U
Ijaz NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U
b SYM O O U
Saqlain NNP B-NP B-PER U
37 CD I-NP O U

S. NNP B-NP B-PER U
Fleming NNP I-NP I-PER U
c SYM O O U
srl CC O O M-3
b SYM O O U
Afridi NNP B-NP B-PER U
88 CD I-NP O U

C. NNP B-NP B-PER U
Cairns NNPS I-NP I-PER U
b SYM O O U
Saqlain NNP B-NP B-PER U
10 CD I-NP O U

N. NNP B-NP B-PER U
Astle NNP I-NP I-PER U
c SYM O O U
Ijaz NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U
b SYM O O U
Salim NNP B-NP B-PER U
Malik NNP I-NP I-PER U
20 CD I-NP O U

C. NNP B-NP B-PER U
Harris NNP I-NP I-PER U
lbw NN I-NP O U
b SYM O O U
Wasim NNP B-NP B-PER U
22 CD I-NP O U

L. NNP B-NP B-PER U
Germon NNP I-NP I-PER U
lbw NN I-NP O U
b SYM O O U
Afridi NNP B-NP B-PER U
2 CD I-NP O U

J. NNP B-NP B-PER U
Vaughan NNP I-NP I-PER U
o SYM O O M-1
Moin NNP B-NP B-PER U
Khan NNP I-NP I-PER U
b SYM O O U
Wasim NN B-NP B-PER U
13 CD I-NP O U

S. NNP B-NP B-PER U
Doull NNP I-NP I-PER U
c SYM O O U
subs NNS B-NP O U
( ( O O U
M. NNP B-NP B-PER U
Wasim NNP I-NP I-PER U
) ) O O U
b SYM O O U
Waqar NNP B-NP B-PER U
t CD I-NP O M-1

R. NNP B-NP B-PER U
Kennedy NNP I-NP I-PER U
not RB O O U
uoi IN B-PP O M-3
7 CD B-NP O U

Extras NNS B-NP O U
( ( O O U
b-9 CD B-NP O U
lb-3 CD I-NP O U
ms1w CD I-NP O M-3
nb-2 JJ B-ADJP O U
) ) O O U
26 CD B-NP O U

Total JJ B-NP O U
( ( O O U
all DT B-NP O U
6n1 RP B-PRT O M-3
in IN B-PP O U
42.1 CD B-NP O U
uyerc NNS I-NP O M-3
) ) O O U
duz CD B-NP O M-3

Fall NN B-NP O U
of IN B-PP O U
wickets NN B-NP O U
: : O O U
1-3 CD B-NP O U
2-7 JJ I-NP O U
3-125 CD I-NP O U
4-146 JJ I-NP O U
5-170 JJ I-NP O U
6-jxb CD I-NP O M-3
7-195 NN I-NP O U

8-213 CD B-NP O U
9-216 CD B-ADVP O U
. . O O U

Bowling NNP B-NP O U
: : O O U
Wasim NNP B-NP B-PER U
Akram NNP I-NP I-PER U
8.1-0-43-3 CD I-NP O U
( ( O O U
9w CD B-NP O U
, , I-NP O U
rrh CD I-NP O M-3
) ) O O U
, , O O U
Waqar NNP B-NP B-PER U
Younis NNP I-NP I-PER U

6-0-32-2 RB B-ADVP O U
( ( O O U
2w CD B-NP O U
, , I-NP O U
1nb CD I-NP O U
) ) O O U
, , O O U
Saqlain NNP B-NP B-PER U
Mushtaq NNP I-NP I-PER U
8-0-54-2 CD I-NP O U
, , O O U
Mushtaq NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U

10-0-42-0 CD B-NP O U
( ( O O U
1w CD B-NP O U
) ) O O U
, , O O U
Shahid NNP B-NP B-PER U
Afridi NNP I-NP I-PER U
7-0-40-2 CD I-NP O U
, , O O U
Salim NNP B-NP B-PER U
Malik NNP I-NP I-PER U
2.5-0-8-1 CD I-NP O U
, , O O U

Ijaz NNP B-NP B-PER U
Ahmad NNP I-NP I-PER U
0.1-0-0-0 NNS I-NP O U
. . O O U

Result NN B-NP O U
: : O O U
Pakistan NNP B-NP B-LOC U
won VBD B-VP O U
by IN B-PP O U
46 CD B-NP O U
runs NNS I-NP O U
. . O O U

Third JJ B-NP O U
erie-lay JJ I-NP O M-3
match NN I-NP O U
: : O O U
December NNP B-NP O U
r CD I-NP O M-1
, , O O U
in IN B-PP O U
Karachi NNP B-NP B-LOC U
. . O O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
ENGLISH NNP B-NP B-MISC U
F.A. NNP I-NP I-MISC U
CUP NNP I-NP I-MISC U
SECOND NNP I-NP O U
ROUND NNP I-NP O U
RESULT NNP I-NP O U
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Result NN B-NP O U
of IN B-PP O U
an DT B-NP O U
English NNP I-NP B-MISC U
F.A. NNP I-NP I-MISC U
Challenge NNP I-NP I-MISC U

Cup NNP B-NP B-MISC U
second JJ I-NP O U
ncond JJ I-NP O M-3
ms1eh NN I-NP O M-3
on IN B-PP O U
Friday NNP B-NP O U
: : O O U

Plymouth NN B-NP B-ORG U
u CD I-NP O M-1
Exeter NNP I-NP B-ORG U
1 CD I-NP O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
BLINKER NNP B-NP B-PER U
0hg NNP I-NP O M-3
LIFTED NNP I-NP O U
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Dutch JJ B-NP B-MISC U
forward JJ I-NP O U
Reggie NNP I-NP B-PER U
Blinker NNP I-NP I-PER U
had VBD B-VP O U
his PRP$ B-NP O U
tndetlnite JJ I-NP O M-3
suspension NN I-NP O U
ljfiel VBN B-VP O M-3
ov IN B-PP O M-2
FIFA NNP B-NP B-ORG U
on IN B-PP O U
Friday NNP B-NP O U
and CC O O U
was VBD B-VP O U
co1 VBN I-VP O M-3
to TO I-VP O U
make VB I-VP O U
his PRP$ B-NP O U
Sheffield NNP I-NP B-ORG U
Wednesday NNP I-NP I-ORG U
comeback NN I-NP O U
azaiusi IN B-PP O M-3
Liverpool NNP B-NP B-ORG U
on IN B-PP O U
Saturday NNP B-NP O U
. . O O U

Blinker NN B-NP B-PER U
rai8fed VBD B-VP O M-3
his PRP$ B-NP O U
club NN I-NP O U
's POS B-NP O U
last JJ I-NP O U
fmq CD I-NP O M-3
rahef NNS I-NP O M-3
altcc IN B-PP O M-3
FIFA NNP B-NP B-ORG U
8lappcl VBD B-VP O M-3
a DT B-NP O U
worldwide JJ I-NP O U
ban NN I-NP O U
on IN B-PP O U
him PRP B-NP O U
for IN B-PP O U
appearing VBG B-VP O U
to TO I-VP O U
sign VB I-VP O U
contracts NNS B-NP O U
for IN B-PP O U
both DT B-NP O U
Wednesday NNP I-NP B-ORG U
and CC I-NP O U
Udinese NNP I-NP B-ORG U
mhUe IN B-SBAR O M-3
kc PRP B-NP O M-2
was VBD B-VP O U
playing VBG I-VP O U
for IN B-PP O U
Feyenoord NNP B-NP B-ORG U
. . O O U

FIFA NNP B-NP B-ORG U
's POS B-NP O U
players NNS I-NP O U
' POS B-NP O U
status NN I-NP O U
committee NN I-NP O U
, , O O U
meeilni VBG B-VP O M-3
in IN B-PP O U
Barcelona NNP B-NP B-LOC U
, , O O U
decided VBD B-VP O U
that IN B-SBAR O U
althcuqn IN B-SBAR O M-3
1kc DT B-NP O M-3
Udinese JJ I-NP B-ORG U
document NN I-NP O U
was VBD B-VP O U
bufieally RB B-ADJP O M-3
valid JJ I-ADJP O U
, , O O U
it PRP B-NP O U
could MD B-VP O U
not RB I-VP O U
be VB I-VP O U
legally RB I-VP O U
protected VBN I-VP O U
. . O O U

The DT B-NP O U
committee NN I-NP O U
said VBD B-VP O U
the DT B-NP O U
Italian JJ I-NP B-MISC U
club NN I-NP O U
had VBD B-VP O U
violated VBN I-VP O U
regu!atiohf NNS B-NP O M-3
by IN B-PP O U
failing VBG B-VP O U
to TO I-VP O U
inform VB I-VP O U
Feyenoord NNP B-NP B-ORG U
, , O O U
with IN B-PP O U
wbnw WP B-NP O M-3
ikc DT B-NP O M-3
player NN I-NP O U
was VBD B-VP O U
vraler IN B-PP O M-3
contract NN B-NP O U
. . O O U

Blinker NN B-NP B-PER U
was VBD B-VP O U
fined VBN I-VP O U
75,000 CD B-NP O U
Swiss JJ I-NP B-MISC U
francs NNS I-NP O U
( ( O O U
$ $ B-NP O U
57,600 CD I-NP O U
) ) O O U
for IN B-PP O U
failing VBG B-VP O U
to TO I-VP O U
inform VB I-VP O U
the DT B-NP O U
Engllsh NNP I-NP B-MISC U
club NN I-NP O U
of IN B-PP O U
his PRP$ B-NP O U
previous JJ I-NP O U
commitment NN I-NP O U
to TO B-PP O U
Udinese NNP B-NP B-ORG U
. . O O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
LEEDS NNP B-NP B-ORG U
' POS B-NP O U
BOWYER NNP I-NP B-PER U
FINED VBD B-VP O U
EGK IN B-PP O M-3
FgKT NNP B-NP O M-3
IN IN B-PP O U
FAST-FOOD NN B-NP O U
FRACAS NNS I-NP O U
. . O O U

LONDON NNP B-NP B-LOC U
19er-p2-06 CD I-NP O M-3

Leeds NNP B-NP B-ORG U
' POS B-NP O U
England NNP I-NP B-LOC U
under-21 CD I-NP O U
striker NN I-NP O U
Lee NNP I-NP B-PER U
Bowyer NNP I-NP I-PER U
was VBD B-VP O U
ftrieal VBN I-VP O M-3
4,500 CD B-NP O U
pounds NNS I-NP O U
( ( O O U
$ $ B-NP O U
7,400 CD I-NP O U
) ) O O U
6h IN B-PP O M-2
Friday NNP B-NP O U
for IN B-PP O U
hurling VBG B-VP O U
obsirs NNS B-NP O M-3
at IN B-PP O U
restaurant NN B-NP O U
staff NN I-NP O U
during IN B-PP O U
a DT B-NP O U
diafurbancc NN I-NP O M-3
at IN B-PP O U
a DT B-NP O U
McDonald NNP I-NP B-ORG U
's POS B-NP I-ORG U
fast-food NN I-NP O U
restaurant NN I-NP O U
. . O O U

Bowyer RB B-ADVP B-PER U
, , O O U
19 CD B-NP O U
, , O O U
who WP B-NP O U
was VBD B-VP O U
caught VBN I-VP O U
in IN B-PP O U
the DT B-NP O U
act NN I-NP O U
by IN B-PP O U
sceuriiy NN B-NP O M-3
cameras NNS I-NP O U
, , O O U
pleaded VBD B-VP O U
gollfy JJ B-ADJP O M-3
to TO B-PP O U
u DT B-NP O M-1
rkange NN I-NP O M-3
of IN B-PP O U
affray NN B-NP O U
at IN B-PP O U
a DT B-NP O U
court NN I-NP O U
in IN B-PP O U
London NNP B-NP B-LOC U
. . O O U

He PRP B-NP O U
was VBD B-VP O U
fined VBN I-VP O U
urial CC O O M-3
ordered VBD B-VP O U
to TO I-VP O U
pay VB I-VP O U
a DT B-NP O U
total NN I-NP O U
of IN B-PP O U
175 CD B-NP O U
pounds NNS I-NP O U
f0 TO B-PP O M-2
two CD B-NP O U
momterf NNS I-NP O M-3
of IN B-PP O U
staff NN B-NP O U
injured VBN B-VP O U
in IN B-PP O U
the DT B-NP O U
fracas NN I-NP O U
in IN B-PP O U
su DT B-NP O M-2
east JJ I-NP O U
London NNP I-NP B-LOC U
nestaucsnt NN I-NP O M-3
in IN B-PP O U
October NNP B-NP O U
. . O O U

Leeds NNS B-NP B-ORG U
had VBD B-VP O U
alreualv RB I-VP O M-3
fined VBN I-VP O U
Bowyer NNP B-NP B-PER U
fdb00 CD I-NP O M-3
pounds NNS I-NP O U
( ( O O U
$ $ B-NP O U
6,600 CD I-NP O U
) ) O O U
and CC O O U
msrneal VBD B-VP O M-3
him PRP B-NP O U
a DT B-NP O U
repeat NN I-NP O U
of IN B-PP O U
his PRP$ B-NP O U
criminal JJ I-NP O U
bchavjovr NN I-NP O M-3
could MD B-VP O U
cost VB I-VP O U
him PRP B-NP O U
his PRP$ B-NP O U
place NN I-NP O U
in IN B-PP O U
the DT B-NP O U
side NN I-NP O U
. . O O U

Bowyer RB B-ADVP B-PER U
, , O O U
who WP B-NP O U
moved VBD B-VP O U
to TO B-PP O U
the DT B-NP O U
Yorkshire NNP I-NP B-LOC U
club NN I-NP O U
lo IN B-PP O M-2
August NNP B-NP O U
for IN B-PP O U
gll CD B-NP O M-3
mll!iou CD I-NP O M-3
poouls NNS I-NP O M-3
( ( O O U
$ $ B-NP O U
5.8 CD I-NP O U
million CD I-NP O U
) ) O O U
, , O O U
was VBD B-VP O U
expected VBN I-VP O U
to TO I-VP O U
play VB I-VP O U
against IN B-PP O U
Middlesbrough NNP B-NP B-ORG U
pu IN B-PP O M-2
Saturday NNP B-NP O U
. . O O U

-DOCSTART- -X- -X- O U

BASKETBALL NNP B-NP O U
- : O O U
EUROLEAGUE NNP B-NP B-MISC U
STANDINGS NNP I-NP O U
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Standings NNS B-NP O U
jo IN B-PP O M-2
the DT B-NP O U
men NNS I-NP O U
's POS B-NP O U
EuroLeague NN I-NP B-MISC U

basketball NN B-NP O U
champicnshto NN I-NP O M-3
atiec IN B-PP O M-3
Thursday NNP B-NP O U
's POS B-NP O U
matches NNS I-NP O U
( ( O O U
tabulate NN B-NP O U
under IN B-PP O U

played VBD B-VP O U
, , I-VP O U
won VBD I-VP O U
, , O O U
lost VBD B-VP O U
, , O O U
points VBZ B-VP O U
) ) O O U
: : O O U

Group NNP B-NP O U
A NNP I-NP O U

CSKA NNP B-NP B-ORG U
Moscow NNP I-NP I-ORG U
( ( O O U
Russia NNP B-NP B-LOC U
9 CD I-NP O U
6 CD I-NP O U
3 CD I-NP O U
ph CD I-NP O M-2

Stefanel NNP B-NP B-ORG U
Milan NNP I-NP I-ORG U
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
v CD I-NP O M-1
3 CD I-NP O U
pa CD I-NP O M-2

Maccabi NNP B-NP B-ORG U
Tel NNP I-NP I-ORG U
Aviv NNP I-NP I-ORG U
( ( O O U
Israel NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
5 CD I-NP O U
4 CD I-NP O U
14 CD I-NP O U

Ulker NNP B-NP B-ORG U
Spor NNP I-NP I-ORG U
( ( O O U
Turkey NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
4 CD I-NP O U
5 CD I-NP O U
13 CD I-NP O U

Limoges NNS B-NP B-ORG U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
b CD B-NP O M-1
3 CD I-NP O U
6 CD I-NP O U
12 CD I-NP O U

Panionios NNS B-NP B-ORG U
( ( O O U
Greece NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
3 CD I-NP O U
6 CD I-NP O U
yy CD I-NP O M-2

Group NNP B-NP O U
B NNP I-NP O U

Teamsystem NNP B-NP B-ORG U
Bologna NNP I-NP I-ORG U
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
7 CD I-NP O U
2 CD I-NP O U
16 CD I-NP O U

Olympiakos NNP B-NP B-ORG U
( ( O O U
Greece NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
5 CD I-NP O U
v CD I-NP O M-1
14 CD I-NP O U

Cibona NNP B-NP B-ORG U
Zagreb NNP I-NP I-ORG U
( ( O O U
Croatia NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
m CD I-NP O M-1
l CD I-NP O M-1
14 CD I-NP O U

Alba NNP B-NP B-ORG U
Berlin NNP I-NP I-ORG U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
5 CD I-NP O U
r CD I-NP O M-1
er CD I-NP O M-2

Estudiantes NNP B-NP B-ORG U
Madrid NNP I-NP I-ORG U
( ( O O U
Spain NNP B-NP B-LOC U
) ) O O U
s CD B-NP O M-1
5 CD I-NP O U
4 CD I-NP O U
14 CD I-NP O U

Charleroi NNP B-NP B-ORG U
( ( O O U
Belgium NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
0 CD I-NP O U
9 CD I-NP O U
a CD I-NP O M-1

Gcuvp NNP B-NP O M-3
C NNP I-NP O U

Panathinaikos NNP B-NP B-ORG U
( ( O O U
Greece NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
7 CD I-NP O U
i CD I-NP O M-1
16 CD I-NP O U

Ljubljana NNP B-NP B-ORG U
( ( O O U
Slovenia NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
6 CD I-NP O U
3 CD I-NP O U
15 CD I-NP O U

Villeurbanne NNP B-NP B-ORG U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
m CD B-NP O M-1
6 CD I-NP O U
f CD I-NP O M-1
15 CD I-NP O U

Barcelona NNP B-NP B-ORG U
( ( O O U
Spain NNP B-NP B-LOC U
) ) O O U
9 CD B-NP O U
4 CD I-NP O U
5 CD I-NP O U
13 CD I-NP O U

Split NN B-NP B-ORG U
( ( O O U
